"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV03"
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-05-04","11.63"," 0952"," 0951","0.00",,"0.0","0.0","51","60","41","    0","  310","  310","0.0","23.9","32.0",,,,,,,,,,,,,,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-05-05","8.28"," 1244"," 1014","0.03",,"0.0","0.0","49","60","38","    0","  200","  210","0.0","21.0","25.1","    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-05-06","7.83"," 1354"," 1353","0.00",,"0.0","0.0","54","65","43","    0","  190","  180","0.0","16.1","19.9","    1",,,,,,,,,,"    1",,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-05-07","11.18"," 2130"," 2134","0.01",,"0.0","0.0","67","82","51","    0","  350","  360","0.0","19.9","25.1","    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-05-08","12.08"," 0152"," 0152","0.00",,"0.0","0.0","53","58","48","    0","   20","   20","0.0","21.9","25.1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-05-09","5.37"," 0108"," 0108","0.01",,"0.0","0.0","58","67","48","    0","  160","  160","0.0","15.0","16.1",,,,,,,,,,,,,,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-05-10","6.04"," 1408"," 1408","0.11",,"0.0","0.0","58","65","50","    0","  140","  140","0.0","16.1","17.9","    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-05-11","7.83"," 1049"," 0543","0.52",,"0.0","0.0","68","79","56","    0","  210","  310","0.0","17.9","23.0","    1",,,,,,,"    1",,,"    1",,,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-05-12","4.47"," 1638"," 1637","0.00",,"0.0","0.0","71","83","58","    0","  270","  270","0.0","14.1","16.1","    1",,"    1",,,,,"    1",,,"    1",,,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-05-13","7.38"," 1135"," 1730","0.00",,"0.0","0.0","66","80","52","    0","  120","  100","0.0","19.9","21.0","    1",,,,,,,"    1",,,"    1",,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-05-14","6.49"," 0016"," 0015","0.00",,"0.0","0.0","57","63","51","    0","  110","  110","0.0","15.0","17.9","    1","    1",,,,,,,,,"    1",,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-05-15","9.62"," 1702"," 1659","0.00",,"0.0","0.0","68","76","59","    0","  220","  210","0.0","17.9","23.0","    1",,,,,,,,,,"    1",,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-05-16","6.93"," 1353"," 1353","0.21",,"0.0","0.0","68","76","59","    0","  280","  290","0.0","16.1","19.9","    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-05-17","8.72"," 1708"," 2104","0.00",,"0.0","0.0","61","66","55","    0","  120","  130","0.0","15.0","17.0","    1","    1",,,,,,,,,"    1",,,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-05-18","12.30"," 1605"," 1605","0.00",,"0.0","0.0","65","71","58","    0","  210","  200","0.0","21.9","28.0","    1","    1",,,,,,"    1",,,"    1",,,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-05-19","5.59"," 2101"," 1112","0.16",,"0.0","0.0","61","69","52","    0","  110","   10","0.0","12.1","15.0","    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-05-20","8.05"," 1003"," 1003","0.00",,"0.0","0.0","59","69","49","    0","  140","  130","0.0","16.1","21.0","    1",,,,,,,,,,"    1",,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-05-21","7.16"," 0716"," 0634","0.06",,"0.0","0.0","66","75","56","    0","  230","  210","0.0","16.1","17.9","    1",,,,,,,"    1",,,"    1",,,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-05-22","7.38"," 1920"," 1919","0.00",,"0.0","0.0","64","74","53","    0","  100","  100","0.0","17.0","19.9","    1","    1",,,,,,,,,"    1",,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-05-23","6.93"," 2245"," 2245","0.00",,"0.0","0.0","67","81","53","    0","  100","   90","0.0","17.9","23.0","    1","    1",,,,,,"    1",,,"    1",,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-05-24","7.61"," 2354"," 2353","0.17",,"0.0","0.0","62","68","56","    0","  360","  360","0.0","17.0","21.0","    1","    1","    1",,,,,"    1",,,"    1",,,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-05-25","8.50"," 2205"," 2202","0.00",,"0.0","0.0","62","71","52","    0","  120","  100","0.0","21.0","25.1","    1","    1",,,,,,"    1",,,"    1",,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-05-26","6.49"," 0102"," 0102","0.04",,"0.0","0.0","55","59","51","    0","  110","  100","0.0","16.1","19.9","    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-05-27","7.61"," 0005"," 2339","0.53",,"0.0","0.0","61","70","52","    0","  330","  180","0.0","16.1","17.9","    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-05-28","6.71"," 2335"," 2340","0.39",,"0.0","0.0","63","70","55","    0","  320","  320","0.0","15.0","17.0","    1","    1","    1",,,,,,,,"    1",,,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-05-29","11.41"," 1504"," 1252","0.00",,"0.0","0.0","55","65","45","    0","  320","  360","0.0","23.0","30.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-05-30","7.38"," 1534"," 1825","0.00",,"0.0","0.0","56","71","41","    0","  240","  210","0.0","21.0","23.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-05-31","8.95"," 1011"," 0959","0.07",,"0.0","0.0","59","67","51","    0","  110","  100","0.0","21.0","25.1","    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-06-01","8.72"," 0339"," 0338","0.41",,"0.0","0.0","58","64","51","    0","   50","   50","0.0","17.9","21.9","    1",,"    1",,,,,,,,"    1",,,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-06-02","6.93"," 1627"," 1554","0.01",,"0.0","0.0","64","76","51",,"  220","  200","0.0","17.9","23.0","    1","    1",,,,,,,,,"    1",,,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-06-03","7.61"," 1353"," 1352","0.00",,"0.0","0.0","67","74","59",,"  200","  200","0.0","17.0","19.9",,,,,,,,,,,,,,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-06-04","6.26"," 1350"," 1356","0.00",,"0.0","0.0","61","69","53",,"  140","  170","0.0","15.0","17.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-06-05","9.40"," 1233"," 1537","0.00",,"0.0","0.0","61","67","54",,"   80","   90","0.0","17.9","21.9",,,,,,,,,,,,,,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-06-06","9.17"," 1133"," 1023","0.26",,"0.0","0.0","56","58","54",,"   50","   60","0.0","16.1","21.0","    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-06-07","6.93"," 1407"," 1421","0.00",,"0.0","0.0","63","72","53","    0","  210","  210","0.0","15.0","17.0","    1",,,,,,,"    1",,,"    1",,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-06-08","9.84"," 1611"," 1603","0.00",,"0.0","0.0","72","83","61",,"  200","  210","0.0","17.9","23.0","    1",,,,,,,"    1",,,"    1",,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-06-09","9.84"," 1559"," 1309","0.00",,"0.0","0.0","75","87","63",,"  220","  220","0.0","17.9","23.0","    1",,,,,,,"    1",,,"    1",,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-06-10","6.04"," 1220"," 1220","0.00",,"0.0","0.0","71","80","61",,"   40","   40","0.0","17.9","21.0","    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-06-11","6.71"," 0755"," 0756","0.00",,"0.0","0.0","59","68","50","    0","   20","   20","0.0","16.1","17.9",,,,,,,,,,,,,,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-06-12","7.83"," 1601"," 1537","0.00",,"0.0","0.0","62","74","50","    0","  160","  200","0.0","15.0","17.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-06-13","10.96"," 1722"," 1237","0.00",,"0.0","0.0","65","71","59","    0","  180","  190","0.0","17.0","21.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-06-14","13.65"," 1704"," 2111","0.00",,"0.0","0.0","67","72","62","    0","  210","  210","0.0","21.9","28.0","    1",,,,,,,"    1",,,"    1",,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-06-15","11.18"," 1544"," 0028","0.00",,"0.0","0.0","74","82","66","    0","  210","  210","0.0","19.9","25.1","    1",,,,,,,,,,"    1",,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-06-16","5.82"," 1251"," 1250","0.00",,"0.0","0.0","76","85","66","    0","  270","   30","0.0","15.0","17.9","    1",,,,,,,"    1",,,"    1",,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-06-17","4.70"," 1607"," 1346","0.10",,"0.0","0.0","77","84","69","    0","  170","  180","0.0","13.0","16.1","    1",,"    1",,,,,"    1",,,"    1",,,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-06-18","7.16"," 1826"," 2115","0.13",,"0.0","0.0","78","87","68","    0","  120","  120","0.0","16.1","17.0","    1",,"    1",,,,,"    1",,,"    1",,,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-06-19","10.29"," 1658"," 1627","0.00",,"0.0","0.0","72","82","62","    0","  310","  300","0.0","23.0","29.1","    1",,,,,,,"    1",,,"    1",,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-06-20","10.51"," 1258"," 1033","0.00",,"0.0","0.0","64","72","55","    0","  330","  350","0.0","17.0","21.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-06-21","11.41"," 1508"," 1508","0.00",,"0.0","0.0","63","76","50","    0","  220","  230","0.0","23.9","31.1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-06-22","9.84"," 1641"," 0656","0.12",,"0.0","0.0","68","71","64","    0","  220","  230","0.0","17.0","23.9","    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-06-23","7.61"," 1515"," 1536","0.00",,"0.0","0.0","72","79","64","    0","  220","  210","0.0","16.1","19.9","    1",,,,,,,"    1",,,"    1",,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-06-24","7.61"," 1431"," 1250","0.00",,"0.0","0.0","68","77","59","    0","  180","  200","0.0","16.1","21.0","    1",,,,,,,"    1",,,"    1",,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-06-25","7.16"," 1346"," 1423","0.00",,"0.0","0.0","72","78","65","    0","  200","  190","0.0","15.0","17.0","    1",,,,,,,,,,"    1",,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-06-26","7.83"," 1647"," 1636","0.08",,"0.0","0.0","69","77","60","    0","  310","  270","0.0","21.0","25.9","    1",,,,,,,"    1",,,"    1",,,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-06-27","8.28"," 1330"," 1412","0.00",,"0.0","0.0","64","76","52","    0","  230","  210","0.0","21.9","25.1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-06-28","5.37"," 1104"," 1104","0.00",,"0.0","0.0","66","79","53","    0","  270","  220","0.0","16.1","23.9","    1",,,,,,,,,,"    1",,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-06-29","8.72"," 0212"," 0207","0.13",,"0.0","0.0","69","77","61","    0","  280","  270","0.0","19.9","25.1",,,,,,,,,,,,,,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-06-30","9.17"," 1655"," 1838","0.00",,"0.0","0.0","71","81","60","    0","  200","  210","0.0","17.0","21.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-07-01","9.40"," 1519"," 1702","0.00",,"0.0","0.0","71","79","62","    0","  180","  210","0.0","17.0","21.9",,,,,,,,"    1",,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-07-02","7.83"," 1854"," 1854","0.24",,"0.0","0.0","74","83","65","    0","  300","  300","0.0","25.9","33.1","    1",,"    1",,,,,"    1",,,"    1",,,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-07-03","7.16"," 0901"," 0817","0.00",,"0.0","0.0","72","82","62","    0","   20","   30","0.0","15.0","17.9","    1",,,,,,,,,,"    1",,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-07-04","7.16"," 2353"," 2352","0.00",,"0.0","0.0","70","80","60","    0","  160","  160","0.0","14.1","17.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-07-05","10.29"," 0931"," 0540","0.04",,"0.0","0.0","75","79","70",,"  170","  160","0.0","17.0","23.9","    1",,,,,,,"    1",,,"    1",,,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-07-06","9.17"," 1215"," 1305","0.00",,"0.0","0.0","73","81","65","    0","  320","  350","0.0","21.0","25.1","    1",,,,,,,,,,"    1",,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-07-07","7.38"," 1623"," 1625","0.00",,"0.0","0.0","72","80","63","    0","  160","  170","0.0","15.0","17.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-07-08","10.29"," 1555"," 1341","0.00",,"0.0","0.0","78","85","71","    0","  210","  210","0.0","19.9","23.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-07-09","9.40"," 1221"," 1252","0.00",,"0.0","0.0","71","80","62","    0","  300","  290","0.0","21.0","28.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-07-10","7.61"," 1047"," 1312","0.00",,"0.0","0.0","72","84","59","    0","  310","  300","0.0","16.1","19.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-07-11","8.72"," 1859"," 1859","0.00",,"0.0","0.0","74","84","64","    0","  120","  120","0.0","15.0","17.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-07-12","10.51"," 2333"," 2332","0.84",,"0.0","0.0","67","71","62",,"  100","  110","0.0","25.9","34.9","    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-07-13","15.66"," 0015"," 1454","0.61",,"0.0","0.0","67","70","63",,"  100","   30","0.0","23.9","30.0","    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-07-14","7.83"," 0041"," 0040","0.12",,"0.0","0.0","70","76","63",,"   10","  360","0.0","16.1","21.0","    1",,"    1",,,,,,,,"    1",,,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-07-15","10.96"," 1634"," 1822","0.00",,"0.0","0.0","74","81","66",,"  250","  250","0.0","23.0","29.1","    1",,,,,,,"    1",,,"    1",,,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-07-16","10.07"," 1213"," 1212","0.00",,"0.0","0.0","72","81","63",,"  220","  220","0.0","23.0","28.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-07-17","8.05"," 1554"," 1553","0.00",,"0.0","0.0","74","83","65","    0","  210","  210","0.0","17.0","21.9","    1",,,,,,,,,,"    1",,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-07-18","7.83"," 1229"," 1227","0.00",,"0.0","0.0","75","79","70","    0","  120","  120","0.0","15.0","17.9","    1",,,,,,,"    1",,,"    1",,,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-07-19","6.26"," 1653"," 1652","0.00",,"0.0","0.0","74","79","68","    0","  200","  210","0.0","16.1","19.9","    1",,,,,,,,,,"    1",,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-07-20","6.93"," 1728"," 1154","0.00",,"0.0","0.0","75","83","66","    0","  230","  220","0.0","14.1","17.0","    1",,,,,,,"    1",,,"    1",,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-07-21","5.59"," 1308"," 0910","0.00",,"0.0","0.0","75","84","66","    0","  150","   20","0.0","12.1","14.1","    1",,,,,,,,,,"    1",,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-07-22","7.61"," 1716"," 1513","0.00",,"0.0","0.0","74","82","65","    0","  200","  180","0.0","15.0","19.9","    1",,,,,,,"    1",,,"    1",,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-07-23","11.18"," 2341"," 1223","0.12",,"0.0","0.0","76","80","72","    0","  220","  160","0.0","19.9","25.1","    1",,,,,,,"    1",,,"    1",,,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-07-24","10.07"," 0922"," 0923","0.02",,"0.0","0.0","70","74","66","    0","  350","  360","0.0","21.9","25.9","    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-07-25","8.95"," 1047"," 0607","0.00",,"0.0","0.0","68","74","62","    0","   40","   50","0.0","17.0","21.0",,,,,,,,,,,,,,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-07-26","7.61"," 2113"," 2104","0.00",,"0.0","0.0","70","79","60",,"  110","  110","0.0","6.9","8.1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-07-27","8.05"," 1545"," 1556","0.15",,"0.0","0.0","67","73","61",,"  100","   90","0.0","17.0","21.0","    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-07-28","4.70"," 0734"," 0746","0.24",,"0.0","0.0","68","73","63","    0","  360","  360","0.0","13.0","14.1","    1",,,,,,,"    1",,,"    1",,,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-07-29","5.14"," 1448"," 1447","0.00",,"0.0","0.0","75","82","68","    0","  200","  220","0.0","15.0","17.9","    1","    1",,,,,,"    1",,,"    1",,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-07-30","6.93"," 1941"," 1940","0.05",,"0.0","0.0","72","80","63","    0","  200","  210","0.0","16.1","19.9","    1",,,,,,,"    1",,,"    1",,,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-07-31","13.42"," 1436"," 1514","0.00",,"0.0","0.0","78","82","73","    0","  200","  180","0.0","21.9","30.0","    1",,,,,,,,,,"    1",,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-08-01","9.40"," 1155"," 1153","0.38",,"0.0","0.0","75","78","71","    0","  130","  130","0.0","17.0","21.0","    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-08-02","6.71"," 1624"," 1306","0.00",,"0.0","0.0","79","84","73","    0","  170","  150","0.0","12.1","17.0","    1",,,,,,,"    1",,,"    1",,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-08-03","5.14"," 1337"," 1439","0.00",,"0.0","0.0","75","81","69","    0","  210","  160","0.0","13.0","17.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-08-04","7.83"," 2358"," 2344","0.02",,"0.0","0.0","77","85","69","    0","  180","  200","0.0","15.0","19.9","    1","    1",,,,,,"    1",,,"    1",,,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-08-05","8.72"," 0640"," 0640","0.02",,"0.0","0.0","69","74","63","    0","   30","   30","0.0","21.0","23.9","    1",,,,,,,"    1",,,"    1",,,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-08-06","10.74"," 1405"," 0852","0.00",,"0.0","0.0","66","73","58","    0","  320","  360","0.0","17.0","21.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-08-07","7.83"," 1706"," 1731","0.00",,"0.0","0.0","63","70","55","    0","  290","  290","0.0","15.0","17.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-08-08","7.16"," 1155"," 1130","0.00",,"0.0","0.0","65","78","51","    0","  210","  210","0.0","17.9","23.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-08-09","6.71"," 1723"," 1212","0.00",,"0.0","0.0","71","82","60","    0","  200","  290","0.0","15.0","19.9","    1",,,,,,,,,,"    1",,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-08-10","10.29"," 1657"," 1637","0.00",,"0.0","0.0","70","79","61","    0","  200","  200","0.0","21.0","28.0","    1",,,,,,,"    1",,,"    1",,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-08-11","12.75"," 1323"," 1318","0.01",,"0.0","0.0","75","79","71","    0","  200","  200","0.0","21.9","28.0","    1",,"    1",,,,,"    1",,,"    1",,,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-08-12","10.96"," 0811"," 1228","0.00",,"0.0","0.0","77","82","71",,"  180","  140","0.0","17.0","21.0","    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-08-13","8.50"," 1051"," 1015","0.23",,"0.0","0.0","73","77","69",,"  190","  210","0.0","17.0","23.0","    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-08-14","4.03"," 2243"," 0715","0.23",,"0.0","0.0","72","77","66",,"  120","  360","0.0","8.9","10.1","    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-08-15","6.04"," 0540"," 0539","0.94",,"0.0","0.0","69","72","66",,"   60","   50","0.0","12.1","14.1","    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-08-16","5.59"," 1040"," 1040","1.87",,"0.0","0.0","66","70","62",,"  100","  100","0.0","17.9","21.9","    1",,"    1",,,,,,,,"    1",,,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-08-17","5.59"," 1552"," 1614","0.00",,"0.0","0.0","68","77","59",,"  160","  150","0.0","13.0","15.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-08-18","7.38"," 2055"," 2110","0.00",,"0.0","0.0","68","76","59","    0","  210","  210","0.0","15.0","19.9","    1",,,,,,,"    1",,,"    1",,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-08-19","10.74"," 1448"," 1658","0.00",,"0.0","0.0","76","80","71","    0","  220","  210","0.0","19.9","21.9","    1",,,,,,,"    1",,,"    1",,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-08-20","10.51"," 2205"," 2144","0.00",,"0.0","0.0","79","85","73","    0","  210","  210","0.0","16.1","21.0","    1",,,,,,,"    1",,,"    1",,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-08-21","12.97"," 1131"," 1139","0.96",,"0.0","0.0","72","80","63","    0","  200","  220","0.0","25.1","32.0","    1",,"    1",,,,,"    1",,,"    1",,,"    1",,,,,,"    1"
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-08-22","7.16"," 0922"," 0101","0.00",,"0.0","0.0","66","74","57","    0","   40","  360","0.0","15.0","19.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-08-23","6.26"," 1645"," 1443","0.00",,"0.0","0.0","66","78","54","    0","  210","  230","0.0","16.1","21.0","    1",,,,,,,,,,"    1",,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-08-24","7.16"," 0908"," 0903","0.00",,"0.0","0.0","68","75","60","    0","   50","   10","0.0","17.9","21.9","    1",,,,,,,,,,"    1",,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-08-25","5.59"," 1547"," 1450","0.00",,"0.0","0.0","65","74","55","    0","  120","  120","0.0","16.1","19.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2004-08-26","5.37"," 1641"," 1514","0.00",,"0.0","0.0","64","74","53","    0","  160","  160","0.0","13.0","16.1",,,,,,,,,,,,,,,,,,,,
